Embalse,Agua embalsada (08-04-2024):hm3,Variacion semana Anterior:hm3,Capacidad:hm3,Misma Semana (2023):hm3,Misma Semana (Med. 10 Años):hm3,Cuenca:,Provincia:,Municipio Presa:,Rio:,Tipo de Presa:,Año de construccion (Final):,Superficie:,Localizacion:,Abastecimiento:,Riego:,Electricidad:,Industrial:,Pesca:,Navegación:,Baño:,Pic-nic:,Restaurantes:,Pluviometros,Longitud,Latitud
san-vicente,0,0,0,0,0,Júcar,Alicante,MUTXAMEL,,,0,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Novelda', 'Elche/Elx', 'Alicante-Elche Aeropuerto', 'Alicante/Alacant', 'Benidorm']",-0.45258522033691406,38.434429875227586
tibi,0,0,4,0,0,Júcar,Alicante,TIBI,MONEGRE,Gravedad,1594,50.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Novelda', 'Elche/Elx', 'Alicante-Elche Aeropuerto', 'Alicante/Alacant', 'Alcoy']",-0.56306174769289,38.503534601889
toll-de-carmelo-i,0,0,0,0,0,Júcar,Alicante,BUSOT,SIN RÍO,Materiales sueltos P asfáltica,0,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Elche/Elx', 'Alicante-Elche Aeropuerto', 'Alicante/Alacant', 'Benidorm', 'Alcoy']",-0.4262351989746094,38.49746678830989
valbona,0,0,0,0,0,Júcar,Teruel,VALBONA,VALBONA,Gravedad,1959,15.66 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Teruel', 'Ademuz', 'Cedrillas', 'Montanejos', 'Mosqueruela']",-0.81873572878944,40.256867227148
vallat,0,0,1,0,0,Júcar,Castellon,CIRAT,MIJARES,Gravedad,1968,6.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Segorbe', 'Montanejos', 'Mosqueruela', 'Villafranca del Cid', 'Atzeneta del Maestrat']",-0.536656379699707,40.07777588982682
villora,0,0,0,0,0,Júcar,Cuenca,VILLORA,CABRIEL,Gravedad,1914,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Motilla del Palancar', 'Salvacañete', 'Mira', 'Utiel', 'Ademuz']",-1.6244316084877,39.71905207942
beninar,7,0,63,7,8,Med. Andaluza,Almeria,BENINAR,GRANDE - ADRA,Materiales sueltos núcleo arcilla,1983,243.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Adra, Club Naútico', 'Válor', 'El Ejido', 'Laújar', 'Láujar de Andarax']",0,0
beznar,36,2,53,40,39,Med. Andaluza,Granada,"PINAR, EL",IZBOR,Bóveda,1986,170.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Sierra Nevada - Radiotelescopio', 'Cañar', 'Lanjarón', 'Salobreña', 'Motril']",-3.552436,36.921429
casasola,7,1,22,8,11,Med. Andaluza,Malaga,ALMOGIA,CAMPANILLAS,Gravedad,1999,112.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alora', 'Málaga Aeropuerto', 'Málaga, C. Meteorológico', 'Málaga, Puerto', 'Málaga']",-4.495052,36.804640
charco-redondo,30,1,82,29,44,Med. Andaluza,Cadiz,"BARRIOS, LOS",PALMONES,Materiales sueltos homogenea,1983,637.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Tarifa', 'Cortes de la Frontera', 'Jimena de la Frontera', 'San Roque', 'Manilva']",-5.550596,36.248686
conde-guadalhorce,23,3,66,19,47,Med. Andaluza,Malaga,ARDALES,ARDALES,Gravedad,1921,546.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['La Roda de Andalucía', 'Antequera', 'Alora', 'Coín', 'Fuente de Piedra']",-4.819962,36.915107
cuevas-de-almanzora,12,-1,161,22,21,Med. Andaluza,Almeria,CUEVAS DEL ALMANZORA,ALMANZORA,Materiales sueltos núcleo arcilla,1986,526.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Garrucha, Puerto', 'Albox', 'Huercal Overa', 'Águilas', 'Puerto Lumbreras']",-1.914496,37.33612
el-limonero,5,0,22,8,11,Med. Andaluza,Malaga,MALAGA,GUADALMEDINA,Gravedad,1983,105.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Málaga Aeropuerto', 'Málaga, C. Meteorológico', 'Málaga, Puerto', 'Málaga', 'Rincon de la Victoria']",-4.432425,36.766065
guadalhorce-guadalteba,60,5,279,123,192,Med. Andaluza,Malaga,CAMPILLOS,GUADALHORCE,Bóveda,1973,780.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Benamejí', 'La Roda de Andalucía', 'Antequera', 'Alora', 'Fuente de Piedra']",-4.813128,36.959263
guadarranque,42,2,88,51,61,Med. Andaluza,Cadiz,"BARRIOS, LOS, CASTELLAR",GUADARRANQUE,Materiales sueltos homogenea,1965,435.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cortes de la Frontera', 'Jimena de la Frontera', 'Gaucín', 'San Roque', 'Manilva']",0,0
la-concepcion,38,7,62,46,52,Med. Andaluza,Malaga,MARBELLA,VERDE,Gravedad,1971,214.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ronda Instituto', 'Estepona', 'Benahavis', 'Marbella, Puerto', 'Coín']",-4.963363,36.551457
la-vinuela,30,4,165,17,70,Med. Andaluza,Malaga,VIÑUELA,GUARO,Materiales sueltos núcleo arcilla,1986,565.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Rincon de la Victoria', 'Vélez-Málaga', 'Velez-Malaga', 'Algarrobo', 'Torrox']",-4.170234,36.874737
rules,55,5,111,67,79,Med. Andaluza,Granada,"VELEZ DE BENAUDALLA, SALOBREÑA",GUADALFEO,Gravedad,2003,309.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cañar', 'Lanjarón', 'Salobreña', 'Motril', 'Motril, Puerto']",-3.496009,36.859485
alcaucin,0,0,0,0,0,Med. Andaluza,Malaga,ALCAUCIN,ALCAUCIN,Gravedad,1995,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Rincon de la Victoria', 'Vélez-Málaga', 'Velez-Malaga', 'Algarrobo', 'Torrox']",-4.1358209030384,36.896165169627
almanchares,0,0,0,0,0,Med. Andaluza,Malaga,CANILLAS DE ACEITUNO,ALMANCHARES,Gravedad,1995,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Rincon de la Victoria', 'Vélez-Málaga', 'Velez-Malaga', 'Algarrobo', 'Torrox']",-4.11014199256897,36.86132163977728
bermuza,0,0,0,0,0,Med. Andaluza,Malaga,CANILLAS DE ACEITUNO,BERMUZA,Gravedad,1995,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Rincon de la Victoria', 'Vélez-Málaga', 'Velez-Malaga', 'Algarrobo', 'Torrox']",-4.1036936373314,36.866856527867
finana,0,0,0,0,0,Med. Andaluza,Almeria,FIÑANA,BCO. CASTAÑAR,Gravedad,1995,4.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Dólar', 'Abla', 'Laújar', 'Láujar de Andarax', 'Nacimiento']",-2.898995876312256,37.162197595833575
gaitanejo,0,0,0,0,0,Med. Andaluza,Malaga,ARDALES,GUADALHORCE,Gravedad,1927,23.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['La Roda de Andalucía', 'Antequera', 'Alora', 'Coín', 'Fuente de Piedra']",-4.7898554946676,36.933574951462
granados,0,0,0,0,0,Med. Andaluza,Malaga,CANILLAS DE ACEITUNO,GRANADOS,Gravedad,1995,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Rincon de la Victoria', 'Vélez-Málaga', 'Velez-Malaga', 'Algarrobo', 'Torrox']",-4.090111255645752,36.83580563772997
guadaiza,0,0,0,0,0,Med. Andaluza,Malaga,"BENAHAVIS, MARBELLA",GUADAIZA,Gravedad,1995,7.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ronda Instituto', 'Alpandeire', 'Estepona', 'Benahavis', 'Marbella, Puerto']",-4.9971845278595,36.551712003988
guadalmansa,0,0,0,0,0,Med. Andaluza,Malaga,BENAHAVIS,GUADALMANSA,Gravedad,1998,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alpandeire', 'Manilva', 'Estepona', 'Benahavis', 'Marbella, Puerto']",-5.091648101806641,36.51562054825346
guadalmina,0,0,0,0,0,Med. Andaluza,Malaga,BENAHAVIS,GUADALMINA,Gravedad,1995,8.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alpandeire', 'Manilva', 'Estepona', 'Benahavis', 'Marbella, Puerto']",-5.0410813806838,36.521674668764
guadalteba,0,0,195,0,0,Med. Andaluza,Malaga,CAMPILLOS/PEÑARRUBIA,GUADALTEBA,Materiales sueltos núcleo arcilla,1972,775.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Benamejí', 'La Roda de Andalucía', 'Antequera', 'Alora', 'Fuente de Piedra']",-4.812398,36.959486
isfalada,0,0,0,0,0,Med. Andaluza,Granada,HUENEJA,LOBERA,Materiales sueltos homogenea,1986,4.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Dólar', 'Válor', 'Abla', 'Laújar', 'Láujar de Andarax']",-2.9527758073963,37.160045304597
la-cueva,0,0,1,0,0,Med. Andaluza,Malaga,COMARES,"CUEVA, LA",Gravedad,1995,12.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Málaga, Puerto', 'Málaga', 'Rincon de la Victoria', 'Vélez-Málaga', 'Velez-Malaga']",-4.2742437791749,36.885242407066
llano-de-la-leche,0,0,0,0,0,Med. Andaluza,Malaga,BENAHAVIS,LECHE,Gravedad,1905,2.16 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alpandeire', 'Manilva', 'Estepona', 'Benahavis', 'Marbella, Puerto']",-5.014566779136658,36.500050682534734
montejaque,0,0,36,0,0,Med. Andaluza,Malaga,MONTEJAQUE,CAMPOBUCHE,Bóveda,1924,178.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Grazalema', 'Olvera', 'Ronda Instituto', 'Cortes de la Frontera', 'Alpandeire']",-5.2388013917555,36.755618014254
nijar,0,0,1,0,0,Med. Andaluza,Almeria,NIJAR,CARRIZAL,Gravedad,1850,7.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Almería Aeropuerto', 'Cabo de Gata', 'Carboneras - Faro Mesa Roldán', 'Garrucha, Puerto', 'Huercal Overa']",-2.1600437482718,36.986460082478
nuevo-del-angel,0,0,0,0,0,Med. Andaluza,Malaga,MARBELLA,RINCONES,Gravedad,1900,4.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Estepona', 'Benahavis', 'Marbella, Puerto', 'Marbella', 'Coín']",-4.9640932353935,36.524319792572
rubite,0,0,0,0,0,Med. Andaluza,Malaga,ALCAUCIN,RUBITE,Gravedad,1995,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Rincon de la Victoria', 'Vélez-Málaga', 'Velez-Malaga', 'Algarrobo', 'Torrox']",-4.1000574328103,36.83467354107
seco,0,0,0,0,0,Med. Andaluza,Malaga,VIÑUELA,SECO,Gravedad,1995,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Rincon de la Victoria', 'Vélez-Málaga', 'Velez-Malaga', 'Algarrobo', 'Torrox']",-4.1500602835121,36.89448677677
solano,0,0,1,0,0,Med. Andaluza,Malaga,COMARES,SOLANO,Gravedad,1995,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Málaga, Puerto', 'Málaga', 'Rincon de la Victoria', 'Vélez-Málaga', 'Velez-Malaga']",-4.2738521623606,36.861666001214
sotogrande,0,0,1,0,0,Med. Andaluza,Cadiz,SAN ROQUE,BORONDO,Materiales sueltos homogenea,1991,11.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jimena de la Frontera', 'Gaucín', 'San Roque', 'Manilva', 'Estepona']",-5.3466352039714,36.285317208614
tajo-de-la-encantada,0,0,4,0,0,Med. Andaluza,Malaga,ALORA,GUADALHORCE,Gravedad,1978,34.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['La Roda de Andalucía', 'Antequera', 'Alora', 'Coín', 'Fuente de Piedra']",-4.7624307258832,36.912803811254
viejo-del-angel,0,0,0,0,0,Med. Andaluza,Malaga,MARBELLA,BENAVOLA,Gravedad,1850,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alpandeire', 'Estepona', 'Benahavis', 'Marbella, Puerto', 'Marbella']",-4.9753244820041,36.522421669861
albarellos,35,4,91,54,43,Miño-Sil,Orense,LEIRO Y BOBORAS,AVIA,Bóveda,1971,336.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['A Lama', 'Beariz', 'Carballiño', 'Ribadavia', 'A Cañiza']",-8.220273,42.389313
bao,208,5,238,185,187,Miño-Sil,Orense,"BOLO, O",BIBEY,Gravedad,1960,820.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'A Gudiña', 'Verín']",-7.14047,42.218888
barcena,299,0,341,273,277,Miño-Sil,Leon,PONFERRADA,SIL,Gravedad,1960,986.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Degaña', 'Villablino', 'Ponferrada', 'Vega de Espinareda', 'Lagunas de Somoza']",-6.540738,42.611846
belesar,544,1,655,518,484,Miño-Sil,Lugo,CHANTADA,MIÑO,Bóveda,1963,"1,910.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Sobrado', 'Lugo', 'O Páramo', 'O Saviñao', 'Monforte de Lemos']",-7.687404,42.712265
castrelo,46,-10,60,51,51,Miño-Sil,Orense,RIBADAVIA,MIÑO,Gravedad,1969,790.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ourense', 'Beariz', 'Carballiño', 'Ribadavia', 'A Cañiza']",-8.105582,42.301246
cenza,39,3,40,36,28,Miño-Sil,Orense,VILARIÑO DE CONSO,CENZA,Hormigón Compactado,1993,244.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'A Gudiña', 'Verín']",-7.25382,42.200094
chandreja,58,-1,61,42,43,Miño-Sil,Orense,CHANDREXA DE QUEIXA,NAVEA,Contrafuertes,1953,245.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['A Pobra de Trives', 'Chandrexa de Queixa', 'Monforte de Lemos', 'Xinzo de Limia', 'A Gudiña']",-7.399646,42.256833
edrada,13,0,14,10,8,Miño-Sil,Orense,PARADA DE SIL,EDRADA,Gravedad,1978,105.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['A Pobra de Trives', 'Chandrexa de Queixa', 'Monforte de Lemos', 'Allariz', 'Xinzo de Limia']",-7.52733,42.335358
frieira,41,-1,44,39,39,Miño-Sil,Pontevedra,CRECIENTE/PADENDRA,MIÑO,Gravedad,1970,466.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['A Lama', 'Carballiño', 'Ribadavia', 'A Cañiza', 'Muiños']",-8.19593,42.154782
guistolas,4,0,5,3,3,Miño-Sil,Orense,PUEBLA TRIEVES,NAVEA,Gravedad,1952,37.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'Folgoso do Courel', 'Monforte de Lemos']",-7.302765,42.34386
la-campanana,12,1,14,10,8,Miño-Sil,Leon,CARUCEDO,AYO. BALEN,Gravedad,1963,107.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cervantes', 'Ponferrada', 'Vega de Espinareda', 'O Barco de Valdeorras', 'Folgoso do Courel']",-6.766336,42.501150
las-conchas,71,1,80,56,55,Miño-Sil,Orense,LOVIOS Y MUIÑOS,LIMIA,Gravedad,1949,631.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ribadavia', 'Allariz', 'A Cañiza', 'Xinzo de Limia', 'Muiños']",-7.987211,41.968337
las-portas,524,5,536,425,389,Miño-Sil,Orense,VILARIÑO DE CONSO,CAMBA,Bóveda,1974,"1,183.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'A Gudiña', 'Verín']",-7.231579,42.098859
las-rozas,28,2,28,11,17,Miño-Sil,Leon,"VILLABLINO, PARAMO SIL",SIL,Gravedad,1968,160.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Pola de Somiedo', 'Degaña', 'Villablino', 'Puerto de Leitariegos', 'Quintana del Castillo']",-6.337051,42.921329
los-peares,172,-6,182,176,176,Miño-Sil,Lugo,"CARBALLEDO, PANTON",MIÑO,Gravedad,1955,535.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Saviñao', 'Chandrexa de Queixa', 'Monforte de Lemos', 'Ourense', 'Allariz']",-7.716072,42.513535
matalavilla,54,1,65,39,42,Miño-Sil,Leon,PARAMO DEL SIL,VALSECO,Bóveda,1967,188.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Pola de Somiedo', 'Degaña', 'Villablino', 'Puerto de Leitariegos', 'Vega de Espinareda']",-6.432055,42.836042
montefurado,10,0,10,9,9,Miño-Sil,Lugo,"QUIROGA, MONTEFURADO",BIBEY,Gravedad,1954,75.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'Folgoso do Courel', 'Monforte de Lemos']",-7.216344,42.387379
penarrubia,12,0,13,12,11,Miño-Sil,Orense,RUBIANA,SIL,Gravedad,1961,137.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cervantes', 'Ponferrada', 'Vega de Espinareda', 'O Barco de Valdeorras', 'Folgoso do Courel']",-6.818687629419132,42.45601740932163
pias-san-agustin,7,-1,10,5,6,Miño-Sil,Orense,"VIANA DO BOLO, PIAS",BIBEY,Materiales sueltos pantalla y homogenea,1961,70.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'Sanabria', 'A Gudiña']",0,0
prada,114,1,122,97,95,Miño-Sil,Orense,"VEIGA, A",JARES,Contrafuertes,1958,605.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'Folgoso do Courel', 'A Gudiña']",-7.032237,42.292374
salas,60,2,87,39,47,Miño-Sil,Orense,MUIÑOS,SALAS,Contrafuertes,1971,686.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ribadavia', 'Allariz', 'A Cañiza', 'Xinzo de Limia', 'Muiños']",-7.930874,41.920641
san-esteban,193,4,213,174,183,Miño-Sil,Orense,NOGUEIRA DE RAMUIN,SIL,Arco Gravedad,1955,"1,462.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Saviñao', 'Chandrexa de Queixa', 'Monforte de Lemos', 'Ourense', 'Allariz']",-7.636871,42.403686
san-martin,9,1,10,9,9,Miño-Sil,Lugo,QUIROGA,SIL,Gravedad,1956,167.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'Folgoso do Courel', 'Monforte de Lemos']",-7.143431,42.385874
san-pedro,5,0,6,5,4,Miño-Sil,Orense,"NOGUEIRA DE RAMUIN, PANTON",SIL,Gravedad,1959,56.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Saviñao', 'Chandrexa de Queixa', 'Monforte de Lemos', 'Ourense', 'Allariz']",-7.705879,42.445976
san-sebastian,38,2,46,25,27,Miño-Sil,Zamora,PORTO,BIBEY,Contrafuertes,1959,236.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ponferrada', 'O Barco de Valdeorras', 'A Pobra de Trives', 'Sanabria', 'A Gudiña']",-6.924509,42.151354
santa-eulalia,9,0,10,9,8,Miño-Sil,Orense,"VEIGA, LA, BOLLO",JARES,Bóveda,1966,41.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'Folgoso do Courel', 'A Gudiña']",-7.055883,42.346048
sequeiros,10,0,11,10,10,Miño-Sil,Lugo,"QUIROGA, RIVAS DEL SIL",SIL,Gravedad,1951,115.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'Folgoso do Courel', 'Monforte de Lemos']",-7.243595,42.446309
velle,12,-3,17,13,13,Miño-Sil,Orense,OURENSE,MIÑO,Gravedad,1966,263.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ourense', 'Carballiño', 'Ribadavia', 'Allariz', 'Xinzo de Limia']",-7.850815,42.358243
vilasouto,18,0,21,17,15,Miño-Sil,Lugo,"INCIO, O",MAO,Gravedad,1969,112.60 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Páramo', 'Becerreá', 'O Saviñao', 'Folgoso do Courel', 'Monforte de Lemos']",-7.412252,42.663188
anllarinos,0,0,1,0,0,Miño-Sil,Leon,PARAMO DEL SIL,ANLLARINOS,Materiales sueltos homogenea,1983,14.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Degaña', 'Villablino', 'Puerto de Leitariegos', 'Ponferrada', 'Vega de Espinareda']",-6.536265274999,42.836923331358
bembibre,0,0,0,0,0,Miño-Sil,Leon,TORRE DEL BIERZO,REAL,Bóveda,1986,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ponferrada', 'Vega de Espinareda', 'Quintana del Castillo', 'Astorga', 'Lagunas de Somoza']",-6.3726696516096,42.553504937114
cabanelas,0,0,0,0,0,Miño-Sil,Orense,BOBORAS/CARBALLINO,ARENTERIO (AVIA),Gravedad,1961,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ourense', 'Beariz', 'Carballiño', 'Ribadavia', 'A Cañiza']",-8.123016357421875,42.412304442420684
cachamuina,0,0,2,0,0,Miño-Sil,Orense,PEREIRO DE AGUIAR,LOÑA,Gravedad,1954,27.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ourense', 'Carballiño', 'Ribadavia', 'Allariz', 'Xinzo de Limia']",-7.7994442095706,42.337973022152
cameija---vinao,0,0,0,0,0,Miño-Sil,Orense,BOBORAS,VIÑAO,Gravedad,1972,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['A Lama', 'Beariz', 'Carballiño', 'Ribadavia', 'A Cañiza']",-8.175619840621948,42.428156745337105
casoyo,0,0,0,0,0,Miño-Sil,Orense,SOBRADELO/carballeda,CASOYO,Gravedad,1971,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cervantes', 'Ponferrada', 'O Barco de Valdeorras', 'Folgoso do Courel', 'Sanabria']",-6.909198760986328,42.41008646371092
castadon,0,0,0,0,0,Miño-Sil,Orense,OURENSE Y PEREIRO DE AGUILAR,LOÑA,Gravedad,1929,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Saviñao', 'Ourense', 'Carballiño', 'Allariz', 'Xinzo de Limia']",-7.8271910124074,42.347266166023
cea,0,0,0,0,0,Miño-Sil,Orense,MANZANEDA,CEA,Gravedad,1962,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['O Barco de Valdeorras', 'A Pobra de Trives', 'Chandrexa de Queixa', 'Folgoso do Courel', 'A Gudiña']",-7.2264905859171,42.31216934208
eiros,0,0,0,0,0,Miño-Sil,Orense,RUBIANA,EIROS,Gravedad,1961,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ponferrada', 'Vega de Espinareda', 'O Barco de Valdeorras', 'Folgoso do Courel', 'Sanabria']",-6.8336883306473,42.42285069637
el-pelgo,0,0,0,0,0,Miño-Sil,Leon,VILLADECANES,BURBIA,Bóveda,1925,4.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cervantes', 'Ponferrada', 'Vega de Espinareda', 'O Barco de Valdeorras', 'Folgoso do Courel']",-6.784730924541,42.559965780909
fuente-del-azufre,0,0,3,0,0,Miño-Sil,Leon,PONFERRADA,SIL,Gravedad,1949,40.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Degaña', 'Villablino', 'Ponferrada', 'Vega de Espinareda', 'Lagunas de Somoza']",-6.5685871797874,42.570619478474
guitiriz,0,0,0,0,0,Miño-Sil,Lugo,GUITIRIZ,CANLE - ESCURO,Gravedad,1981,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ferrol', 'As Pontes', 'A Coruña Aeropuerto', 'Sobrado', 'Lugo']",0,0
la-mortera,0,0,0,0,0,Miño-Sil,Asturias,MORCIN,MORTERA,Gravedad,1981,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Gijón, Campus', 'Gijón', 'Pola de Lena', 'Mieres', 'Oviedo']",-5.866490006446838,43.29129488122568
